start_lon,start_lat,end_lon,end_lat
145.110834827586,-37.8393162068966,145.108524827586,-37.8465472413793
145.214416896552,-37.922524137931,145.206847931034,-37.9402010344828
145.314011724138,-37.7710551724138,145.309985862069,-37.7763082758621
145.028614827586,-37.88868,145.034920689655,-37.8849493103448
145.258058965517,-37.9134193103448,145.257784827586,-37.917114137931
145.304080689655,-38.0856631034483,145.318357931034,-38.0855772413793
145.020640689655,-37.8558510344828,145.019250689655,-37.850194137931
145.144676896552,-38.0663551724138,145.142745862069,-38.0683562068966
144.73861,-38.3438672413793,144.731792758621,-38.3396382758621
144.779185862069,-37.7039320689655,144.776337931035,-37.701354137931
145.056027931034,-37.71445,145.065826896552,-37.7108020689655
144.873085862069,-37.7409520689655,144.880831724138,-37.7432620689655
145.012818965517,-38.3072162068965,145.007338965517,-38.3140320689655
145.121461724138,-38.1418720689655,145.124458965517,-38.1407651724138
145.03722,-37.8044693103448,145.041170689655,-37.7998810344828
144.899598965517,-38.4578382758621,144.896735862069,-38.4460572413793
145.352182758621,-37.86262,145.343235862069,-37.8647693103448
144.732708965517,-37.7541082758621,144.746906896552,-37.7759310344828
144.888086896552,-37.7103762068966,144.880298965517,-37.7095131034483
145.244720689655,-38.0137610344828,145.243460689655,-38.0118882758621
145.014747931034,-37.8362493103448,145.017913793103,-37.834734137931
144.956405862069,-37.8291151724138,144.953455862069,-37.8297462068966
144.736928965517,-38.3399793103448,144.731773793103,-38.3396410344828
144.918047931034,-37.7664231034483,144.911524827586,-37.7683910344828
145.071813793103,-37.8331,145.070954827586,-37.8361110344828
144.89083,-37.7467162068965,144.887884827586,-37.7528220689655
145.081305862069,-37.8130382758621,145.077225862069,-37.8179493103448
144.851542758621,-37.8433093103448,144.841735862069,-37.8458772413793
144.796080689655,-37.8006662068966,144.769637931034,-37.7983972413793
145.118596896552,-38.0008672413793,145.112577931034,-37.9941120689655
145.175195862069,-38.0610982758621,145.175773793103,-38.0635051724138
145.064542758621,-37.7899620689655,145.06479,-37.787364137931
145.202847931034,-37.8595231034483,145.186031724138,-37.8570451724138
144.9525,-37.8426093103448,144.955182758621,-37.8446010344828
144.710398965517,-37.5599031034483,144.708922758621,-37.5548872413793
145.157253793103,-37.7886593103448,145.143750689655,-37.7874362068966
145.037088965517,-37.7956851724138,145.049335862069,-37.7989382758621
145.037295862069,-38.2446262068966,145.044246896552,-38.242644137931
145.013107931034,-37.7913762068966,145.043637931034,-37.7904593103448
145.003046896552,-37.8489920689655,144.9982,-37.8507610344828
145.015458965517,-37.6267151724138,145.019788965517,-37.6182031034483
145.008945862069,-37.8022293103448,145.009460689655,-37.8010182758621
144.998072758621,-37.9086993103448,144.995305862069,-37.9147131034483
145.024230689655,-37.8400672413793,145.022200689655,-37.8453182758621
144.862561724138,-37.796714137931,144.867673793103,-37.7888551724138
144.729867931035,-37.8917351724138,144.731793793103,-37.888044137931
145.058398965517,-37.9662493103448,145.068650689655,-37.9789982758621
145.117934827586,-37.5928893103448,145.120485862069,-37.5976693103448
144.888541724138,-37.862794137931,144.891276896552,-37.8668120689655
144.943371724138,-37.778814137931,144.94861,-37.7779082758621
144.839674827586,-37.7593351724138,144.838144827586,-37.7591651724138
144.946011724138,-37.7309810344828,144.947492758621,-37.7235762068965
144.883490689655,-37.6814220689655,144.878612758621,-37.6774651724138
144.858506896552,-38.4336110344828,144.861543793103,-38.4179120689655
144.952678965517,-37.7229682758621,144.949758965517,-37.7318882758621
145.263981724138,-37.7811251724138,145.265242758621,-37.7725210344828
145.187626896552,-37.9145182758621,145.186614827586,-37.923564137931
145.325362758621,-38.0286010344828,145.335266896552,-38.0298872413793
145.055822758621,-37.8312651724138,145.056450689655,-37.8297510344828
144.827852758621,-37.7824682758621,144.824815862069,-37.7821962068966
144.747082758621,-37.8542420689655,144.746612758621,-37.840374137931
145.156688965517,-37.9298351724138,145.155834827586,-37.9348072413793
144.910046896552,-37.765574137931,144.905363793103,-37.7698782758621
145.091937931034,-37.7924051724138,145.0796,-37.7941493103448
144.91174,-37.8313862068966,144.906544827586,-37.8276893103448
145.035200689655,-37.8665582758621,145.03264,-37.8604751724138
145.141380689655,-37.9312351724138,145.152776896552,-37.9318251724138
144.746681724138,-37.7235320689655,144.745328965517,-37.7204231034483
145.245224827586,-37.8099072413793,145.233580689655,-37.8107431034483
144.827268965517,-37.7194751724138,144.823057931034,-37.7183351724138
144.99829,-37.8662293103448,144.990580689655,-37.8655220689655
145.065071724138,-37.9652272413793,145.076134827586,-37.9673751724138
144.872332758621,-37.7329362068966,144.869835862069,-37.7385110344828
145.153640689655,-37.7045172413793,145.149306896552,-37.7134172413793
145.762358965517,-38.0852920689655,145.736875862069,-38.0777731034483
144.605427931034,-37.8951851724138,144.60856,-37.8868682758621
144.988417931034,-37.6577072413793,144.984879655172,-37.6773693103448
144.988798965517,-37.8461620689655,144.989122758621,-37.85149
145.116111724138,-38.051634137931,145.116903793103,-38.0533231034483
145.237401724138,-37.9104720689655,145.249280689655,-37.9120251724138
145.136932758621,-38.1086510344828,145.148741724138,-38.0918810344828
145.059273793103,-37.946404137931,145.057324827586,-37.95663
145.081342758621,-37.9296010344828,145.074001724138,-37.9379910344827
145.185600689655,-38.1304251724138,145.184134827586,-38.1305272413793
145.079349655172,-37.9506972413793,145.077706896552,-37.951284137931
145.140285862069,-37.8309251724138,145.138968965517,-37.8292572413793
145.110163793103,-37.7821572413793,145.106442758621,-37.7786120689655
144.436800689655,-37.67092,144.442054827586,-37.6592910344828
144.607326896552,-37.8829851724138,144.607546896552,-37.8758893103448
144.714001724138,-37.8789831034483,144.742373793103,-37.8719151724138
144.886005862069,-37.846634137931,144.894836896552,-37.8547762068966
145.169683793103,-38.15273,145.17294,-38.1308020689655
145.006395862069,-37.8999010344828,144.995650689655,-37.8995551724138
144.890853793103,-37.7422410344828,144.893471724138,-37.7380220689655
145.124368965517,-37.785074137931,145.12467,-37.7858810344828
144.892151724138,-37.84731,144.895004827586,-37.8526410344828
144.892028965517,-37.7330493103448,144.904493793103,-37.733204137931
145.056813793103,-37.9329420689655,145.054518965517,-37.9428820689655
144.751277931035,-38.3440662068965,144.742353793103,-38.347734137931
145.165581724138,-37.8814151724138,145.170809655172,-37.8851351724138
145.020181724138,-37.717004137931,145.014066896552,-37.710434137931
145.136473793103,-38.143314137931,145.135589655172,-38.1219331034483
144.886984827586,-37.7061172413793,144.900481724138,-37.6955872413793
145.18597,-37.9594672413793,145.174448965517,-37.9524382758621
145.004493793103,-38.4725631034483,144.987322758621,-38.4534631034483
144.829132758621,-37.8494072413793,144.845226896552,-37.84864
145.043434827586,-37.8708031034483,145.04876,-37.87293
145.565712758621,-38.0746893103448,145.540232758621,-38.074794137931
145.029768965517,-37.7906751724138,145.058963793103,-37.7856682758621
144.955487931034,-37.6721762068966,144.953145862069,-37.6560351724138
145.002768965517,-37.7869882758621,145.002612758621,-37.7914662068966
145.325436896552,-38.0424093103448,145.332521724138,-38.0430682758621
145.029862758621,-37.8014331034483,145.031084827586,-37.7952293103448
145.274411724138,-37.9981420689655,145.249156896552,-37.9859762068966
145.050216896552,-37.9175662068966,145.05015,-37.9175593103448
145.030651724138,-37.937194137931,145.023897931034,-37.9376472413793
145.101532758621,-37.7577093103448,145.100270689655,-37.7678662068965
145.233728965517,-37.9249351724138,145.238120689655,-37.9356320689655
145.089533793103,-38.1869872413793,145.087783793103,-38.1761620689655
145.101227931034,-37.9510451724138,145.117552758621,-37.9581093103448
145.14308,-37.76557,145.155698965517,-37.7702920689655
144.888490689655,-37.8575131034483,144.898926896552,-37.8589872413793
144.637037931034,-37.9530382758621,144.640181724138,-37.9469393103448
145.228367931034,-38.1335662068966,145.221900689655,-38.1369593103448
144.739866896552,-37.7526293103448,144.741634827586,-37.75552
144.852874827586,-37.7066482758621,144.850663793103,-37.7111993103448
144.917938965517,-37.7540451724138,144.917835862069,-37.754604137931
144.977859655172,-37.7811810344827,144.978270689655,-37.7822693103448
145.035457931035,-37.3218772413793,145.045378965517,-37.31898
145.127941724138,-38.1323810344828,145.128550689655,-38.1321582758621
144.935173793103,-37.82257,144.935302758621,-37.8223682758621
145.194881724138,-38.0628772413793,145.191591724138,-38.0630672413793
144.978303793103,-37.79933,144.978914827586,-37.8024593103448
145.163865862069,-37.8763072413793,145.166025862069,-37.8745731034483
145.064894827586,-38.3740620689655,145.062093793103,-38.3772520689655
145.288292758621,-37.9201682758621,145.289737931035,-37.9163372413793
145.042058965517,-37.8149782758621,145.039840689655,-37.8126720689655
145.190998965517,-37.8372151724138,145.19394,-37.8364862068966
145.227843793103,-37.8990720689655,145.231729655172,-37.9008451724138
144.734728965517,-37.5484072413793,144.734401724138,-37.5426562068966
145.230864827586,-37.79798,145.23021,-37.8024420689655
145.044104827586,-37.88701,145.037494827586,-37.8852982758621
145.270470689655,-38.0153362068965,145.271124827586,-38.0154110344828
145.343305862069,-37.7762893103448,145.347148965517,-37.7748
145.318037931034,-37.8271551724138,145.321184827586,-37.83576
144.992473793103,-37.8466472413793,145.000341724138,-37.8467031034483
144.902793793103,-37.7538710344828,144.903721724138,-37.7494493103448
144.973044827586,-37.8082493103448,144.973401724138,-37.8044482758621
145.276385862069,-37.84351,145.270584827586,-37.8419893103448
144.964095862069,-37.8183582758621,144.964256896552,-37.8167831034483
145.040360689655,-37.8040210344828,145.038210689655,-37.803844137931
144.882936896552,-37.59037,144.875775862069,-37.5893593103448
145.078891724138,-37.8833682758621,145.081974827586,-37.8842420689655
145.333865862069,-38.08276,145.339439655172,-38.082254137931
144.978490689655,-37.7815182758621,144.979978965517,-37.7817962068966
145.131318965517,-37.78749,145.125685862069,-37.7874310344828
144.845091724138,-37.8247031034483,144.849637931034,-37.8189772413793
145.019067931034,-38.4735272413793,145.016035862069,-38.4750410344828
145.003246896552,-37.9056093103448,145.005369655172,-37.90647
144.863184827586,-37.73976,144.866694827586,-37.730004137931
145.149362758621,-37.7876031034483,145.154215862069,-37.788264137931
144.943148965517,-37.8303982758621,144.946608965517,-37.8339382758621
145.110551724138,-37.9800672413793,145.110518965517,-37.9802572413793
145.05357,-37.9594772413793,145.055661724138,-37.9655372413793
145.073733793103,-37.6259972413793,145.070180689655,-37.6186320689655
145.080041724138,-37.8196531034483,145.084233793103,-37.813184137931
145.191725862069,-38.3028262068966,145.190742758621,-38.29105
144.839946896552,-37.7232382758621,144.827633793103,-37.7186372413793
145.169055862069,-37.8620451724138,145.157876896552,-37.8633910344828
145.159385862069,-37.826944137931,145.165250689655,-37.8295782758621
145.041940689655,-37.8641062068965,145.035707931034,-37.8633231034483
145.184236896552,-38.0004182758621,145.174983793103,-38.001264137931
144.996227931034,-37.83641,144.993538965517,-37.8392293103448
145.041682758621,-37.9263882758621,145.046383793103,-37.92238
145.208790689655,-37.6314551724138,145.200623793103,-37.6357510344828
144.923567931034,-37.7965120689655,144.918093793103,-37.7954851724138
145.129425862069,-37.8996431034483,145.142935862069,-37.8997520689655
145.168656896552,-37.8654710344828,145.166467931035,-37.876774137931
144.966080689655,-37.75522,144.965890689655,-37.760554137931
144.912643793103,-37.7418262068966,144.910913793103,-37.7451531034483
145.121154827586,-38.1430620689655,145.11703,-38.1466120689655
144.946094827586,-37.6090693103448,144.948395862069,-37.6239851724138
145.307657931034,-37.7634020689655,145.311486896552,-37.7572751724138
145.054997931035,-37.7035572413793,145.05865,-37.6975910344828
145.120564827586,-37.9274410344828,145.120411724138,-37.9250972413793
144.935926896552,-37.7312162068966,144.930353793103,-37.7292282758621
144.956724827586,-37.744074137931,144.950986896552,-37.7409031034483
144.60792,-37.8790210344828,144.607623793103,-37.8871720689655
144.914534827586,-37.5724631034483,144.899640689655,-37.570364137931
145.469727931034,-38.2110620689655,145.447371724138,-38.2129310344828
144.894626896552,-37.7193482758621,144.893736896552,-37.7137182758621
144.755171724138,-37.8107951724138,144.765909655172,-37.8126431034483
145.078050689655,-37.6501693103448,145.074935862069,-37.6521820689655
145.294036896552,-38.0928810344828,145.298200689655,-38.0971982758621
145.027887931034,-37.8564351724138,145.029758965517,-37.8545631034483
144.826062758621,-38.4147031034483,144.812182758621,-38.4019031034483
145.303518965517,-37.7744551724138,145.307568965517,-37.781954137931
145.059692758621,-37.8463351724138,145.055714827586,-37.84315
145.058481724138,-37.923564137931,145.055994827586,-37.9185220689655
145.041863793103,-37.8081210344828,145.037408965517,-37.8116162068966
145.013320689655,-37.9210051724138,145.019958965517,-37.9200251724138
144.831559655172,-38.3756310344828,144.830374827586,-38.3712762068966
145.077668965517,-38.25734,145.069618965517,-38.26491
145.058393793103,-38.2326293103448,145.047948965517,-38.2298293103448
144.920808965517,-37.7476682758621,144.926077931034,-37.7455910344828
145.282664827586,-37.8127472413793,145.269452758621,-37.8131331034483
144.97266,-37.8643151724138,144.972589655172,-37.8627920689655
145.108897931035,-37.8301272413793,145.104795862069,-37.831924137931
145.359777931035,-37.766864137931,145.367140689655,-37.7691831034483
145.109912758621,-37.8776262068966,145.111717931034,-37.8678862068965
144.964135862069,-37.8486372413793,144.966506896552,-37.8538310344828
145.001158965517,-37.94489,145.002687931035,-37.9395651724138
145.184337931034,-38.1012731034483,145.187340689655,-38.0986393103448
144.89482,-37.858494137931,144.899470689655,-37.8586320689655
145.018583793103,-37.9813020689655,145.030692758621,-37.9865310344828
144.756456896552,-37.8846720689655,144.752093793103,-37.8908093103448
145.145240689655,-37.8886382758621,145.144272758621,-37.8879982758621
145.081400689655,-37.9905872413793,145.089552758621,-37.99899
145.03411,-37.977554137931,145.044582758621,-37.9805172413793
144.909900689655,-37.5947531034483,144.914096896552,-37.593564137931
144.908059655172,-37.7409293103448,144.911044827586,-37.7453382758621
145.155120689655,-37.904954137931,145.133074827586,-37.893214137931
145.317425862069,-38.057224137931,145.330772758621,-38.0586351724138
145.043106896552,-37.9116920689655,145.041828965517,-37.9179420689655
144.985010689655,-37.7859372413793,144.983277931034,-37.7836610344828
145.114503793103,-37.9063,145.113020689655,-37.9103062068965
145.144297931034,-37.9934210344828,145.143143793103,-38.0012110344828
145.003454827586,-37.9260882758621,145.009337931035,-37.9289851724138
144.925710689655,-37.8390772413793,144.924661724138,-37.8380751724138
145.08144,-37.8628362068966,145.087897931034,-37.8607162068966
144.891570689655,-37.7257272413793,144.883609655172,-37.7208472413793
145.148487931034,-38.0115582758621,145.162659655172,-38.01122
145.195944827586,-37.938314137931,145.173533793103,-37.9203282758621
145.091661724138,-37.6970793103448,145.075895862069,-37.6871631034483
145.396041724138,-37.8805151724138,145.408080689655,-37.8753
144.93465,-37.7375393103448,144.930974827586,-37.734684137931
145.284652758621,-37.7781651724138,145.288324827586,-37.7739762068965
145.026169655172,-37.8071551724138,145.017922758621,-37.8104920689655
145.067665862069,-37.8293810344828,145.074287931034,-37.8322110344828
145.015378965517,-37.7913320689655,144.987206896552,-37.7942793103448
145.21952,-37.8765220689655,145.229408965517,-37.8744110344828
145.167630689655,-37.8181593103448,145.180667931034,-37.8177731034483
144.734836896552,-37.5455062068966,144.732322758621,-37.5673051724138
144.585182758621,-37.9534510344828,144.561388965517,-37.968204137931
145.246053793103,-38.0738762068965,145.247384827586,-38.0651162068966
145.030428965517,-37.8234872413793,145.036610689655,-37.82547
144.961196896552,-37.8187562068966,144.96173,-37.818684137931
145.098981724138,-37.8040572413793,145.098502758621,-37.7964831034483
144.987992758621,-37.829094137931,144.988753793103,-37.8243051724138
144.639252758621,-37.9151472413793,144.631449655172,-37.9269662068966
145.076781724138,-37.7993062068966,145.071073793103,-37.8019120689655
145.135993793103,-38.1936582758621,145.124926896552,-38.2023631034483
145.003497931034,-37.8465982758621,145.006594827586,-37.8485351724138
144.672157931034,-37.836034137931,144.669421724138,-37.830704137931
145.331343793103,-38.1192082758621,145.322507931034,-38.1182220689655
145.065997931034,-37.9063672413793,145.065177931034,-37.8968831034483
145.032818965517,-38.2236972413793,145.030047931034,-38.2285793103448
145.073392758621,-37.7954472413793,145.070597931034,-37.8004993103448
145.032749655172,-37.9219551724138,145.024201724138,-37.922294137931
145.185213793103,-37.8174851724138,145.1841,-37.8109193103448
144.946591724138,-37.8409972413793,144.953567931034,-37.8412162068966
145.264584827586,-37.913984137931,145.257501724138,-37.9156972413793
145.020126896552,-37.9095151724138,145.02369,-37.9166331034483
145.025341724138,-37.807064137931,145.032313793103,-37.8062393103448
145.04655,-37.9195082758621,145.053498965517,-37.9149393103448
144.880705862069,-37.8528410344828,144.889265862069,-37.8586431034483
144.915875862069,-37.7733320689655,144.922536896552,-37.7724120689655
145.064840689655,-37.9840231034483,145.067987931035,-37.9889431034483
145.167603793103,-38.1582593103448,145.160506896552,-38.1805710344828
145.165404827586,-37.8890762068966,145.162094827586,-37.8910220689655
145.011913793103,-37.6211882758621,145.019744827586,-37.6184320689655
145.050397931034,-37.79956,145.041562758621,-37.79951
144.918714827586,-37.67834,144.918971724138,-37.6782310344828
145.028743793103,-37.7663782758621,145.026900689655,-37.7690793103448
145.014728965517,-37.72523,145.020246896552,-37.7215920689655
144.757155862069,-38.3581051724138,144.746865862069,-38.352704137931
145.024099655172,-37.855674137931,145.026237931034,-37.8601462068966
145.205356896552,-37.9475320689655,145.194636896552,-37.9694931034483
144.868521724138,-37.7515420689655,144.87223,-37.7581520689655
144.752598965517,-37.6656551724138,144.778362758621,-37.6807362068966
145.016505862069,-37.9308562068966,145.003747931034,-37.9308731034483
145.019252758621,-37.9818310344828,145.030392758621,-37.9864962068966
145.046813793103,-37.7474020689655,145.044711724138,-37.7584193103448
145.152548965517,-37.8261193103448,145.151076896552,-37.8194031034483
145.018721724138,-37.87945,145.015008965517,-37.8857931034483
144.739998965517,-37.8802810344828,144.746063793103,-37.8757220689655
145.058740689655,-37.6479682758621,145.064954827586,-37.6480982758621
145.148282758621,-37.7732620689655,145.129848965517,-37.7700772413793
145.167365862069,-37.70751,145.169710689655,-37.70474
145.000732758621,-37.9483372413793,145.011412758621,-37.949594137931
145.172135862069,-37.66994,145.18395,-37.6674493103448
145.041384827586,-38.2158872413793,145.037138965517,-38.21734
145.003936896552,-37.9298782758621,145.007065862069,-37.93005
145.051893793103,-38.2175931034483,145.072676896552,-38.2077862068966
144.992972758621,-37.9195862068966,144.993611724138,-37.91327
145.063964827586,-37.7559451724138,145.060718965517,-37.7556372413793
145.119165862069,-37.989494137931,145.123844827586,-38.0138210344828
144.885634827586,-37.795204137931,144.88266,-37.7958093103448
145.275372758621,-37.8614493103448,145.277953793103,-37.857574137931
144.963306896552,-37.7602282758621,144.963785862069,-37.7636593103448
144.858307931034,-37.6808172413793,144.850915862069,-37.6783282758621
145.006853793103,-37.8509010344828,145.005008965517,-37.8477410344828
145.24234,-38.1095282758621,145.232223793103,-38.107164137931
145.307612758621,-37.8016210344828,145.306080689655,-37.8085182758621
144.589652758621,-37.4961372413793,144.593590689655,-37.5062420689655
145.355385862069,-38.030164137931,145.364206896552,-38.0347520689655
145.119757931034,-37.8174062068965,145.12454,-37.8216010344828
145.297960689655,-38.0716451724138,145.285972758621,-38.0670782758621
144.954924827586,-37.8390131034483,144.955536896552,-37.8410531034483
145.133951724138,-38.0330072413793,145.138161724138,-38.04469
144.943673793103,-37.8455082758621,144.934333793103,-37.8413772413793
145.248273793103,-37.9267851724138,145.257404827586,-37.9272710344828
145.008533793103,-37.9265862068966,144.999573793103,-37.9255982758621
145.10374,-38.2207231034483,145.09117,-38.2130982758621
144.967177931034,-37.8237572413793,144.966292758621,-37.8223182758621
145.400613793103,-37.7090262068966,145.417792758621,-37.7000572413793
145.035278965517,-37.8714972413793,145.036892758621,-37.8746731034483
144.943934827586,-37.8456320689655,144.944417931034,-37.8436210344828
145.213210689655,-37.9847462068966,145.203867931035,-37.975344137931
145.059857931034,-37.9434610344828,145.064563793103,-37.9401510344828
145.140702758621,-37.9241193103448,145.141031724138,-37.9199031034483
144.993865862069,-37.9097793103448,144.993430689655,-37.9194093103448
144.959349655172,-37.8265751724138,144.963242758621,-37.8230862068965
145.108337931034,-37.8098682758621,145.111617931034,-37.8090410344828
144.714640689655,-37.8512882758621,144.714678965517,-37.8463972413793
145.078446896552,-37.8124872413793,145.07221,-37.808904137931
145.103706896552,-37.7884520689655,145.108263793103,-37.78204
145.130327931034,-38.022574137931,145.122917931034,-37.9983731034483
145.111292758621,-37.8496831034483,145.0974,-37.8498693103448
145.016174827586,-37.934554137931,145.024657931034,-37.9331493103448
145.00107,-37.945354137931,145.001743793103,-37.9417
144.456207931034,-37.6798693103448,144.44192,-37.67647
144.88489,-37.7342672413793,144.887913793103,-37.7353472413793
145.434203793103,-38.0746631034483,145.422057931034,-38.0745562068966
144.836941724138,-37.7477672413793,144.81594,-37.7665682758621
144.948381724138,-37.836994137931,144.94501,-37.8453962068966
145.081717931034,-37.8128793103448,145.069920689655,-37.8114672413793
145.250035862069,-37.8739193103448,145.244132758621,-37.8719110344828
144.807277931035,-37.8767793103448,144.796696896552,-37.8771831034483
145.044335862069,-37.8236931034483,145.046582758621,-37.82397
145.49516,-37.8872893103448,145.497904827586,-37.8817110344828
144.892514827586,-37.8582293103448,144.896591724138,-37.8579310344828
145.129140689655,-37.8750510344828,145.127195862069,-37.87557
145.098406896552,-37.820024137931,145.098685862069,-37.8149320689655
145.002960689655,-37.7817862068965,144.995986896552,-37.780024137931
145.095211724138,-37.9030162068966,145.089466896552,-37.9029620689655
144.922788965517,-37.757184137931,144.923048965517,-37.758924137931
144.880691724138,-37.6533710344828,144.880687931034,-37.6400851724138
144.992087931034,-37.915514137931,144.993424827586,-37.9228493103448
145.065090689655,-37.7873872413793,145.071040689655,-37.7851482758621
145.33682,-38.1198410344828,145.363247931034,-38.1230093103448
144.788795862069,-37.8031031034483,144.779336896552,-37.8039372413793
145.057920689655,-37.90216,145.04948,-37.9021651724138
145.097116896552,-37.8848120689655,145.125794827586,-37.8920910344828
145.214386896552,-37.876734137931,145.213471724138,-37.8677072413793
144.544808965517,-37.76883,144.546528965517,-37.7822120689655
145.042728965517,-37.9042231034483,145.042797931034,-37.91078
145.189983793103,-37.9020020689655,145.190805862069,-37.9073872413793
145.174104827586,-37.9995531034483,145.173054827586,-37.995014137931
145.191826896552,-37.9926620689655,145.186532758621,-37.9913910344828
144.736841724138,-37.7154810344828,144.734074827586,-37.7179682758621
144.958988965517,-37.8283872413793,144.929228965517,-37.8268993103448
145.32646,-38.1287010344828,145.326837931035,-38.119104137931
145.036531724138,-37.94811,145.030103793103,-37.9445372413793
145.344160689655,-37.6543982758621,145.332212758621,-37.6451410344828
145.149136896552,-37.7113431034483,145.153556896552,-37.7149682758621
145.356678965517,-38.0372293103448,145.36998,-38.0476293103448
145.207472758621,-37.87674,145.212859655172,-37.86943
144.6895,-37.8411372413793,144.6861,-37.835034137931
145.021390689655,-37.8614731034483,145.012556896552,-37.8606593103448
145.189448965517,-37.8917110344828,145.192387931034,-37.89977
145.05777,-37.8644051724138,145.059191724138,-37.8722962068966
145.281327931034,-38.1439793103448,145.280756896552,-38.1429610344828
145.13461,-37.6927931034483,145.140481724138,-37.6921231034483
145.015513793103,-37.9133362068966,145.021834827586,-37.9198172413793
145.116387931034,-37.7752210344828,145.119443793103,-37.7667531034483
144.738163793103,-38.3328151724138,144.739806896552,-38.3393072413793
144.905406896552,-37.535644137931,144.914297931034,-37.5275262068966
145.082324827586,-37.8129531034483,145.068031724138,-37.8112410344828
145.082398965517,-37.8073862068966,145.082521724138,-37.7984693103448
145.085615862069,-37.831744137931,145.07756,-37.8344772413793
145.12939,-38.021744137931,145.121888965517,-37.9951772413793
144.899196896552,-37.8639151724138,144.897838965517,-37.857824137931
145.114367931035,-37.5137610344828,145.111398965517,-37.5021551724138
145.349385862069,-37.9078172413793,145.34402,-37.9064751724138
144.705165862069,-37.8796272413793,144.717876896552,-37.8745872413793
145.135468965517,-37.7286793103448,145.141690689655,-37.7241393103448
145.021026896552,-37.6975020689655,145.032723793103,-37.6937620689655
145.014738965517,-37.8724993103448,145.010696896552,-37.8639310344828
145.184932758621,-37.9295120689655,145.161857931034,-37.9101362068965
145.063741724138,-38.2147310344828,145.088753793103,-38.19641
145.104527931035,-38.2198610344828,145.08491,-38.2422351724138
145.234173793103,-37.9226572413793,145.237102758621,-37.9306851724138
144.879498965517,-37.6490872413793,144.88196,-37.63405
145.109301724138,-37.7730093103448,145.115412758621,-37.77814
145.190523793103,-38.2944520689655,145.192096896552,-38.3066010344828
145.259730689655,-37.9271531034483,145.250757931034,-37.926414137931
145.11798,-37.890604137931,145.150921724138,-37.9000631034483
144.736310689655,-37.8787393103448,144.732190689655,-37.8850193103448
144.920399655172,-37.719164137931,144.916286896552,-37.7069272413793
144.972000689655,-37.8551010344828,144.963743793103,-37.8505182758621
145.036216896552,-37.86339,145.028680689655,-37.862404137931
145.023944827586,-37.8766793103448,145.022176896552,-37.8864320689655
144.99169,-37.8390182758621,144.987326896552,-37.8367851724138
144.991757931034,-37.8572362068966,145.009996896552,-37.8600131034483
144.9618,-37.8534662068965,144.96578,-37.85262
145.140363793103,-37.9154372413793,145.140108965517,-37.921854137931
145.094050689655,-38.1741131034483,145.095147931034,-38.1739482758621
145.115919655172,-37.9808,145.122560689655,-38.0084551724138
145.15588,-37.7884672413793,145.144695862069,-37.7871572413793
145.340488965517,-38.0491272413793,145.337778965517,-38.0573931034483
145.195381724138,-37.9378772413793,145.18866,-37.9371372413793
145.067376896552,-37.974184137931,145.068273793103,-37.9753682758621
145.066017931035,-37.8618131034483,145.079713793103,-37.8634162068966
145.274624827586,-37.779724137931,145.279341724138,-37.7702972413793
145.132925862069,-37.7619062068966,145.131371724138,-37.756704137931
145.089915862069,-37.79305,145.075624827586,-37.7931772413793
