time,x,y,value
0,144,-37,0
0,144.97,-37.82,72.25034082759385
0,144.98,-37.82,50.194801829435306
0,144.99,-37.86,32.95317858298106
0,144.99,-37.80,3.4397886895896694
0,145.00,-37.92,13.209033296352091
0,145.00,-37.91,21.09145658211449
0,145.00,-37.89,13.797529320921202
0,145.00,-37.88,17.855117465503795
0,145.00,-37.87,12.059913391864423
0,145.00,-37.86,42.23184401771133
0,145.00,-37.85,47.214057099385734
0,145.00,-37.83,82.99060240701839
0,145.00,-37.80,63.39825171930274
0,145.01,-37.86,25.111780133864187
0,145.01,-37.84,52.483113591322486
0,145.01,-37.83,2.0032851362058817
0,145.01,-37.82,7.341608919063791
0,145.01,-37.81,52.60900188978618
0,145.01,-37.80,16.056635422943884
0,145.02,-37.89,20.377578540179012
0,145.02,-37.86,15.323713263778085
0,145.02,-37.85,46.27852280714543
0,145.02,-37.84,65.03680720145105
0,145.02,-37.83,16.991087983751015
0,145.02,-37.82,73.64181025105985
0,145.03,-37.91,7.221585751294979
0,145.03,-37.88,41.518952287348846
0,145.03,-37.87,9.959037292378477
0,145.03,-37.85,27.336192273403647
0,145.03,-37.84,52.691681361815476
0,145.03,-37.82,29.90920260687744
0,145.03,-37.81,25.15875208022223
0,145.03,-37.79,41.23304526220769
0,145.04,-37.87,34.414833697852806
0,145.04,-37.86,42.698484587865664
0,145.04,-37.85,12.436130629579045
0,145.04,-37.83,35.02862157159555
0,145.04,-37.82,37.219315537127905
0,145.04,-37.81,21.584108357077163
0,145.04,-37.80,41.079689330568236
0,145.05,-37.87,19.571274289965515
0,145.05,-37.86,2.7673797436426084
0,145.05,-37.85,42.78198534328589
0,145.05,-37.84,22.716493209797008
0,145.05,-37.83,21.5659396775946
0,145.05,-37.82,9.176221537228308
0,145.05,-37.81,21.130174308595965
0,145.05,-37.80,22.275802266341472
0,145.06,-37.87,26.44491902681286
0,145.06,-37.86,18.502902809847903
0,145.06,-37.84,13.335907873681593
0,145.06,-37.82,21.11953765844478
0,145.06,-37.81,14.563479243343542
0,145.06,-37.79,1.8290930943813426
0,145.07,-37.83,12.841647716705918
0,145.07,-37.82,20.831951590224172
0,145.07,-37.81,34.00459316319007
0,145.07,-37.80,16.893613361032724
0,145.07,-37.79,21.505655355617957
0,145.08,-37.89,34.28827446144289
0,145.08,-37.88,97.79603902272238
0,145.08,-37.87,20.33092034526035
0,145.08,-37.83,15.352392107021155
0,145.08,-37.81,41.0643447424
0,145.08,-37.80,26.377514426919983
0,145.09,-37.89,56.240447409952196
0,145.09,-37.86,10.902046582608444
0,145.09,-37.85,22.18589598616515
0,145.11,-37.89,8.803860480373247
0,145.12,-37.81,18.022182588880728
0,145.13,-37.89,1.5860208528887767
86399,144,-37,0
