time,x,y,value
57600,144.82,-37.76,5
61200,144.82,-37.76,3
64800,144.82,-37.76,2
68400,144.82,-37.76,1
75600,144.82,-37.76,4
79200,144.82,-37.76,1
0,144.82,-37.75,1
14400,144.82,-37.75,1
21600,144.82,-37.75,2
25200,144.82,-37.75,4
28800,144.82,-37.75,6
36000,144.82,-37.75,2
39600,144.82,-37.75,3
43200,144.82,-37.75,6
46800,144.82,-37.75,2
50400,144.82,-37.75,7
54000,144.82,-37.75,3
57600,144.82,-37.75,4
61200,144.82,-37.75,4
64800,144.82,-37.75,2
68400,144.82,-37.75,2
72000,144.82,-37.75,3
79200,144.82,-37.75,1
7200,144.82,-37.74,1
14400,144.82,-37.74,2
18000,144.82,-37.74,4
21600,144.82,-37.74,6
25200,144.82,-37.74,3
28800,144.82,-37.74,3
32400,144.82,-37.74,6
36000,144.82,-37.74,4
39600,144.82,-37.74,7
43200,144.82,-37.74,4
46800,144.82,-37.74,1
50400,144.82,-37.74,4
54000,144.82,-37.74,8
57600,144.82,-37.74,3
61200,144.82,-37.74,5
64800,144.82,-37.74,6
68400,144.82,-37.74,2
72000,144.82,-37.74,1
75600,144.82,-37.74,3
79200,144.82,-37.74,5
82800,144.82,-37.74,1
18000,144.82,-37.73,1
21600,144.82,-37.73,1
28800,144.82,-37.73,2
32400,144.82,-37.73,2
36000,144.82,-37.73,2
39600,144.82,-37.73,2
43200,144.82,-37.73,2
50400,144.82,-37.73,1
54000,144.82,-37.73,1
57600,144.82,-37.73,5
61200,144.82,-37.73,2
64800,144.82,-37.73,1
72000,144.82,-37.73,1
75600,144.82,-37.73,1
7200,144.82,-37.72,1
21600,144.82,-37.72,2
28800,144.82,-37.72,9
32400,144.82,-37.72,2
36000,144.82,-37.72,1
39600,144.82,-37.72,3
43200,144.82,-37.72,2
50400,144.82,-37.72,2
54000,144.82,-37.72,3
57600,144.82,-37.72,1
61200,144.82,-37.72,2
64800,144.82,-37.72,2
68400,144.82,-37.72,3
75600,144.82,-37.72,1
82800,144.82,-37.72,1
25200,144.82,-37.71,5
28800,144.82,-37.71,4
32400,144.82,-37.71,5
36000,144.82,-37.71,5
39600,144.82,-37.71,6
43200,144.82,-37.71,4
46800,144.82,-37.71,6
50400,144.82,-37.71,4
54000,144.82,-37.71,4
57600,144.82,-37.71,4
61200,144.82,-37.71,6
64800,144.82,-37.71,4
68400,144.82,-37.71,2
72000,144.82,-37.71,5
75600,144.82,-37.71,3
79200,144.82,-37.71,1
28800,144.82,-37.70,2
32400,144.82,-37.70,3
36000,144.82,-37.70,1
43200,144.82,-37.70,2
46800,144.82,-37.70,1
54000,144.82,-37.70,1
57600,144.82,-37.70,2
61200,144.82,-37.70,1
64800,144.82,-37.70,2
39600,144.82,-37.64,1
43200,144.82,-37.64,2
46800,144.82,-37.64,2
54000,144.82,-37.64,4
57600,144.82,-37.64,4
61200,144.82,-37.64,2
25200,144.82,-37.62,1
28800,144.82,-37.62,1
32400,144.82,-37.62,1
50400,144.82,-37.62,1
64800,144.82,-37.62,2
75600,144.82,-37.62,1
28800,144.82,-37.52,1
32400,144.82,-37.52,1
32400,144.83,-38.42,1
39600,144.83,-38.42,1
28800,144.83,-38.41,1
39600,144.83,-38.41,1
61200,144.83,-38.41,1
79200,144.83,-38.41,1
43200,144.83,-38.39,1
46800,144.83,-38.39,2
64800,144.83,-38.39,1
18000,144.83,-38.37,1
21600,144.83,-38.37,1
28800,144.83,-38.37,3
32400,144.83,-38.37,1
36000,144.83,-38.37,2
39600,144.83,-38.37,5
43200,144.83,-38.37,2
46800,144.83,-38.37,4
50400,144.83,-38.37,2
54000,144.83,-38.37,3
57600,144.83,-38.37,1
61200,144.83,-38.37,5
64800,144.83,-38.37,2
68400,144.83,-38.37,3
72000,144.83,-38.37,1
75600,144.83,-38.37,1
79200,144.83,-38.37,1
28800,144.83,-37.87,1
32400,144.83,-37.87,1
36000,144.83,-37.87,1
39600,144.83,-37.87,1
50400,144.83,-37.87,2
54000,144.83,-37.87,1
57600,144.83,-37.87,3
68400,144.83,-37.87,1
72000,144.83,-37.87,2
0,144.83,-37.86,1
18000,144.83,-37.86,1
21600,144.83,-37.86,2
25200,144.83,-37.86,3
28800,144.83,-37.86,4
32400,144.83,-37.86,3
36000,144.83,-37.86,2
39600,144.83,-37.86,5
43200,144.83,-37.86,4
46800,144.83,-37.86,6
50400,144.83,-37.86,4
54000,144.83,-37.86,3
57600,144.83,-37.86,6
61200,144.83,-37.86,4
64800,144.83,-37.86,1
68400,144.83,-37.86,3
72000,144.83,-37.86,5
75600,144.83,-37.86,1
79200,144.83,-37.86,1
18000,144.83,-37.85,2
25200,144.83,-37.85,1
28800,144.83,-37.85,2
39600,144.83,-37.85,1
43200,144.83,-37.85,1
46800,144.83,-37.85,2
50400,144.83,-37.85,2
54000,144.83,-37.85,1
57600,144.83,-37.85,2
61200,144.83,-37.85,2
68400,144.83,-37.85,2
0,144.83,-37.84,1
3600,144.83,-37.84,1
14400,144.83,-37.84,1
18000,144.83,-37.84,7
21600,144.83,-37.84,2
25200,144.83,-37.84,2
28800,144.83,-37.84,3
32400,144.83,-37.84,6
36000,144.83,-37.84,6
39600,144.83,-37.84,1
43200,144.83,-37.84,3
46800,144.83,-37.84,2
50400,144.83,-37.84,5
54000,144.83,-37.84,3
57600,144.83,-37.84,4
61200,144.83,-37.84,3
64800,144.83,-37.84,5
68400,144.83,-37.84,1
72000,144.83,-37.84,2
75600,144.83,-37.84,1
79200,144.83,-37.84,1
82800,144.83,-37.84,1
61200,144.83,-37.83,1
0,144.83,-37.82,1
7200,144.83,-37.82,1
18000,144.83,-37.82,2
21600,144.83,-37.82,4
25200,144.83,-37.82,9
28800,144.83,-37.82,6
32400,144.83,-37.82,7
36000,144.83,-37.82,5
39600,144.83,-37.82,5
43200,144.83,-37.82,9
46800,144.83,-37.82,6
50400,144.83,-37.82,11
54000,144.83,-37.82,8
57600,144.83,-37.82,11
61200,144.83,-37.82,12
64800,144.83,-37.82,13
68400,144.83,-37.82,4
72000,144.83,-37.82,5
75600,144.83,-37.82,4
79200,144.83,-37.82,5
82800,144.83,-37.82,3
0,144.83,-37.81,1
21600,144.83,-37.81,1
25200,144.83,-37.81,2
28800,144.83,-37.81,1
32400,144.83,-37.81,1
36000,144.83,-37.81,1
39600,144.83,-37.81,2
46800,144.83,-37.81,1
50400,144.83,-37.81,4
54000,144.83,-37.81,1
57600,144.83,-37.81,2
61200,144.83,-37.81,1
75600,144.83,-37.81,1
79200,144.83,-37.81,1
3600,144.83,-37.80,1
7200,144.83,-37.80,1
14400,144.83,-37.80,1
21600,144.83,-37.80,7
25200,144.83,-37.80,3
32400,144.83,-37.80,3
39600,144.83,-37.80,4
43200,144.83,-37.80,6
46800,144.83,-37.80,3
50400,144.83,-37.80,4
54000,144.83,-37.80,3
57600,144.83,-37.80,1
64800,144.83,-37.80,4
68400,144.83,-37.80,1
72000,144.83,-37.80,2
0,144.83,-37.79,1
21600,144.83,-37.79,2
28800,144.83,-37.79,2
36000,144.83,-37.79,5
39600,144.83,-37.79,3
43200,144.83,-37.79,4
46800,144.83,-37.79,2
50400,144.83,-37.79,2
54000,144.83,-37.79,2
57600,144.83,-37.79,5
61200,144.83,-37.79,4
64800,144.83,-37.79,2
68400,144.83,-37.79,1
82800,144.83,-37.79,1
0,144.83,-37.78,1
21600,144.83,-37.78,1
25200,144.83,-37.78,1
28800,144.83,-37.78,7
32400,144.83,-37.78,4
36000,144.83,-37.78,8
39600,144.83,-37.78,11
43200,144.83,-37.78,2
46800,144.83,-37.78,5
50400,144.83,-37.78,2
54000,144.83,-37.78,1
57600,144.83,-37.78,5
61200,144.83,-37.78,4
64800,144.83,-37.78,4
68400,144.83,-37.78,2
72000,144.83,-37.78,3
75600,144.83,-37.78,8
82800,144.83,-37.78,1
21600,144.83,-37.77,1
25200,144.83,-37.77,1
28800,144.83,-37.77,1
32400,144.83,-37.77,2
36000,144.83,-37.77,2
39600,144.83,-37.77,6
43200,144.83,-37.77,4
46800,144.83,-37.77,2
50400,144.83,-37.77,6
54000,144.83,-37.77,5
57600,144.83,-37.77,7
61200,144.83,-37.77,4
64800,144.83,-37.77,4
68400,144.83,-37.77,4
72000,144.83,-37.77,3
75600,144.83,-37.77,1
79200,144.83,-37.77,1
0,144.83,-37.76,1
14400,144.83,-37.76,1
18000,144.83,-37.76,1
21600,144.83,-37.76,12
25200,144.83,-37.76,4
28800,144.83,-37.76,4
32400,144.83,-37.76,4
36000,144.83,-37.76,3
39600,144.83,-37.76,2
43200,144.83,-37.76,6
46800,144.83,-37.76,6
50400,144.83,-37.76,2
54000,144.83,-37.76,4
57600,144.83,-37.76,8
61200,144.83,-37.76,6
68400,144.83,-37.76,3
79200,144.83,-37.76,2
7200,144.83,-37.75,1
14400,144.83,-37.75,1
18000,144.83,-37.75,2
21600,144.83,-37.75,8
25200,144.83,-37.75,4
28800,144.83,-37.75,5
32400,144.83,-37.75,1
36000,144.83,-37.75,7
39600,144.83,-37.75,4
43200,144.83,-37.75,2
46800,144.83,-37.75,8
50400,144.83,-37.75,3
54000,144.83,-37.75,7
57600,144.83,-37.75,4
61200,144.83,-37.75,4
64800,144.83,-37.75,4
68400,144.83,-37.75,2
72000,144.83,-37.75,2
79200,144.83,-37.75,1
82800,144.83,-37.75,2
21600,144.83,-37.74,1
28800,144.83,-37.74,4
32400,144.83,-37.74,3
36000,144.83,-37.74,4
39600,144.83,-37.74,1
43200,144.83,-37.74,2
46800,144.83,-37.74,4
50400,144.83,-37.74,1
54000,144.83,-37.74,5
57600,144.83,-37.74,2
61200,144.83,-37.74,6
64800,144.83,-37.74,2
68400,144.83,-37.74,2
72000,144.83,-37.74,3
75600,144.83,-37.74,2
79200,144.83,-37.74,2
82800,144.83,-37.74,1
54000,144.83,-37.73,1
0,144.83,-37.72,1
25200,144.83,-37.72,1
28800,144.83,-37.72,1
32400,144.83,-37.72,4
36000,144.83,-37.72,1
39600,144.83,-37.72,2
43200,144.83,-37.72,3
54000,144.83,-37.72,1
57600,144.83,-37.72,1
61200,144.83,-37.72,1
64800,144.83,-37.72,4
72000,144.83,-37.72,1
18000,144.83,-37.71,1
21600,144.83,-37.71,1
25200,144.83,-37.71,5
28800,144.83,-37.71,10
32400,144.83,-37.71,4
36000,144.83,-37.71,4
39600,144.83,-37.71,5
43200,144.83,-37.71,4
46800,144.83,-37.71,5
50400,144.83,-37.71,6
54000,144.83,-37.71,11
57600,144.83,-37.71,5
61200,144.83,-37.71,7
64800,144.83,-37.71,3
68400,144.83,-37.71,6
72000,144.83,-37.71,1
79200,144.83,-37.71,3
82800,144.83,-37.71,1
14400,144.83,-37.70,1
18000,144.83,-37.70,1
61200,144.83,-37.70,2
57600,144.83,-37.69,1
50400,144.83,-37.67,1
82800,144.83,-37.67,1
0,144.83,-37.64,1
21600,144.83,-37.64,1
25200,144.83,-37.64,1
32400,144.83,-37.64,3
39600,144.83,-37.64,2
43200,144.83,-37.64,2
46800,144.83,-37.64,2
54000,144.83,-37.64,1
72000,144.83,-37.64,1
75600,144.83,-37.64,1
3600,144.83,-37.63,1
14400,144.83,-37.63,1
21600,144.83,-37.63,1
25200,144.83,-37.63,1
28800,144.83,-37.63,1
32400,144.83,-37.63,3
36000,144.83,-37.63,1
39600,144.83,-37.63,3
46800,144.83,-37.63,2
50400,144.83,-37.63,3
54000,144.83,-37.63,2
57600,144.83,-37.63,3
61200,144.83,-37.63,6
64800,144.83,-37.63,1
72000,144.83,-37.63,1
36000,144.83,-37.62,1
50400,144.83,-37.62,1
57600,144.83,-37.62,1
61200,144.83,-37.62,1
64800,144.83,-37.62,1
21600,144.83,-37.61,1
43200,144.83,-37.61,1
54000,144.83,-37.61,1
57600,144.83,-37.61,1
39600,144.83,-37.53,1
61200,144.83,-37.43,1
68400,144.84,-38.42,1
54000,144.84,-38.41,1
72000,144.84,-38.41,1
0,144.84,-38.40,1
32400,144.84,-38.40,1
43200,144.84,-38.40,1
57600,144.84,-38.40,2
72000,144.84,-38.40,1
75600,144.84,-38.40,1
79200,144.84,-38.40,1
82800,144.84,-38.40,1
28800,144.84,-38.39,1
39600,144.84,-38.39,3
43200,144.84,-38.39,1
46800,144.84,-38.39,1
50400,144.84,-38.39,2
54000,144.84,-38.39,3
57600,144.84,-38.39,2
64800,144.84,-38.39,2
68400,144.84,-38.39,1
82800,144.84,-38.39,1
25200,144.84,-38.38,2
28800,144.84,-38.37,2
36000,144.84,-38.37,1
39600,144.84,-38.37,4
43200,144.84,-38.37,2
46800,144.84,-38.37,2
50400,144.84,-38.37,3
57600,144.84,-38.37,1
61200,144.84,-38.37,2
0,144.84,-38.36,1
36000,144.84,-38.36,3
50400,144.84,-38.36,1
54000,144.84,-38.36,1
61200,144.84,-38.36,1
25200,144.84,-37.86,1
36000,144.84,-37.86,1
46800,144.84,-37.86,2
50400,144.84,-37.86,4
54000,144.84,-37.86,2
57600,144.84,-37.86,1
61200,144.84,-37.86,1
75600,144.84,-37.86,1
0,144.84,-37.85,1
18000,144.84,-37.85,2
28800,144.84,-37.85,2
32400,144.84,-37.85,6
39600,144.84,-37.85,1
43200,144.84,-37.85,2
46800,144.84,-37.85,2
50400,144.84,-37.85,2
54000,144.84,-37.85,1
57600,144.84,-37.85,3
61200,144.84,-37.85,4
64800,144.84,-37.85,1
75600,144.84,-37.85,2
79200,144.84,-37.85,1
0,144.84,-37.84,1
18000,144.84,-37.84,1
25200,144.84,-37.84,5
28800,144.84,-37.84,3
32400,144.84,-37.84,4
36000,144.84,-37.84,10
39600,144.84,-37.84,10
43200,144.84,-37.84,5
46800,144.84,-37.84,9
50400,144.84,-37.84,10
54000,144.84,-37.84,8
57600,144.84,-37.84,5
61200,144.84,-37.84,1
64800,144.84,-37.84,2
68400,144.84,-37.84,2
72000,144.84,-37.84,2
75600,144.84,-37.84,3
18000,144.84,-37.83,1
21600,144.84,-37.83,1
25200,144.84,-37.83,7
28800,144.84,-37.83,6
32400,144.84,-37.83,8
36000,144.84,-37.83,8
39600,144.84,-37.83,7
43200,144.84,-37.83,10
46800,144.84,-37.83,5
50400,144.84,-37.83,6
54000,144.84,-37.83,6
57600,144.84,-37.83,13
61200,144.84,-37.83,6
64800,144.84,-37.83,1
68400,144.84,-37.83,7
72000,144.84,-37.83,4
75600,144.84,-37.83,2
79200,144.84,-37.83,2
82800,144.84,-37.83,2
0,144.84,-37.82,2
14400,144.84,-37.82,1
18000,144.84,-37.82,4
21600,144.84,-37.82,4
25200,144.84,-37.82,8
28800,144.84,-37.82,11
32400,144.84,-37.82,14
36000,144.84,-37.82,18
39600,144.84,-37.82,14
43200,144.84,-37.82,22
46800,144.84,-37.82,14
50400,144.84,-37.82,10
54000,144.84,-37.82,11
57600,144.84,-37.82,16
61200,144.84,-37.82,16
64800,144.84,-37.82,11
68400,144.84,-37.82,3
72000,144.84,-37.82,4
75600,144.84,-37.82,1
79200,144.84,-37.82,3
82800,144.84,-37.82,2
14400,144.84,-37.81,2
18000,144.84,-37.81,2
21600,144.84,-37.81,14
25200,144.84,-37.81,7
28800,144.84,-37.81,8
32400,144.84,-37.81,3
36000,144.84,-37.81,4
39600,144.84,-37.81,10
43200,144.84,-37.81,3
46800,144.84,-37.81,3
50400,144.84,-37.81,9
54000,144.84,-37.81,5
57600,144.84,-37.81,3
64800,144.84,-37.81,3
72000,144.84,-37.81,1
75600,144.84,-37.81,3
79200,144.84,-37.81,3
82800,144.84,-37.81,1
18000,144.84,-37.80,1
32400,144.84,-37.80,1
43200,144.84,-37.80,2
50400,144.84,-37.80,2
25200,144.84,-37.79,3
28800,144.84,-37.79,2
32400,144.84,-37.79,2
36000,144.84,-37.79,1
39600,144.84,-37.79,3
43200,144.84,-37.79,1
46800,144.84,-37.79,2
50400,144.84,-37.79,3
61200,144.84,-37.79,1
64800,144.84,-37.79,4
72000,144.84,-37.79,2
75600,144.84,-37.79,1
0,144.84,-37.78,1
7200,144.84,-37.78,1
25200,144.84,-37.78,1
32400,144.84,-37.78,2
36000,144.84,-37.78,2
43200,144.84,-37.78,2
46800,144.84,-37.78,1
50400,144.84,-37.78,1
57600,144.84,-37.78,2
61200,144.84,-37.78,4
64800,144.84,-37.78,2
68400,144.84,-37.78,2
72000,144.84,-37.78,1
3600,144.84,-37.77,2
14400,144.84,-37.77,1
21600,144.84,-37.77,1
25200,144.84,-37.77,1
28800,144.84,-37.77,8
32400,144.84,-37.77,6
36000,144.84,-37.77,6
39600,144.84,-37.77,4
43200,144.84,-37.77,7
46800,144.84,-37.77,10
50400,144.84,-37.77,6
54000,144.84,-37.77,8
57600,144.84,-37.77,11
61200,144.84,-37.77,7
64800,144.84,-37.77,6
68400,144.84,-37.77,1
72000,144.84,-37.77,2
75600,144.84,-37.77,5
79200,144.84,-37.77,2
82800,144.84,-37.77,1
18000,144.84,-37.76,1
21600,144.84,-37.76,2
25200,144.84,-37.76,2
28800,144.84,-37.76,1
32400,144.84,-37.76,1
36000,144.84,-37.76,3
43200,144.84,-37.76,1
46800,144.84,-37.76,1
50400,144.84,-37.76,2
54000,144.84,-37.76,3
57600,144.84,-37.76,3
61200,144.84,-37.76,4
64800,144.84,-37.76,2
72000,144.84,-37.76,1
75600,144.84,-37.76,1
7200,144.84,-37.75,1
14400,144.84,-37.75,2
18000,144.84,-37.75,2
21600,144.84,-37.75,4
25200,144.84,-37.75,2
28800,144.84,-37.75,1
32400,144.84,-37.75,3
36000,144.84,-37.75,1
43200,144.84,-37.75,2
46800,144.84,-37.75,5
50400,144.84,-37.75,3
54000,144.84,-37.75,2
61200,144.84,-37.75,3
64800,144.84,-37.75,3
68400,144.84,-37.75,2
75600,144.84,-37.75,1
25200,144.84,-37.74,3
28800,144.84,-37.74,2
32400,144.84,-37.74,3
36000,144.84,-37.74,2
39600,144.84,-37.74,2
43200,144.84,-37.74,8
46800,144.84,-37.74,6
50400,144.84,-37.74,4
54000,144.84,-37.74,6
57600,144.84,-37.74,1
61200,144.84,-37.74,2
64800,144.84,-37.74,2
68400,144.84,-37.74,2
72000,144.84,-37.74,2
75600,144.84,-37.74,1
79200,144.84,-37.74,1
82800,144.84,-37.74,1
32400,144.84,-37.73,1
36000,144.84,-37.73,1
39600,144.84,-37.73,1
43200,144.84,-37.73,1
46800,144.84,-37.73,1
50400,144.84,-37.73,1
57600,144.84,-37.73,3
61200,144.84,-37.73,1
64800,144.84,-37.73,1
68400,144.84,-37.73,2
75600,144.84,-37.73,2
0,144.84,-37.72,1
3600,144.84,-37.72,1
14400,144.84,-37.72,1
18000,144.84,-37.72,1
21600,144.84,-37.72,3
25200,144.84,-37.72,8
28800,144.84,-37.72,8
32400,144.84,-37.72,5
36000,144.84,-37.72,3
39600,144.84,-37.72,8
43200,144.84,-37.72,5
46800,144.84,-37.72,8
50400,144.84,-37.72,13
54000,144.84,-37.72,6
57600,144.84,-37.72,6
61200,144.84,-37.72,6
64800,144.84,-37.72,6
68400,144.84,-37.72,2
72000,144.84,-37.72,5
75600,144.84,-37.72,2
79200,144.84,-37.72,3
82800,144.84,-37.72,1
14400,144.84,-37.71,1
18000,144.84,-37.71,1
25200,144.84,-37.71,4
36000,144.84,-37.71,3
43200,144.84,-37.71,3
46800,144.84,-37.71,1
54000,144.84,-37.71,1
57600,144.84,-37.71,4
61200,144.84,-37.71,2
64800,144.84,-37.71,2
36000,144.84,-37.70,1
39600,144.84,-37.70,1
43200,144.84,-37.70,1
46800,144.84,-37.70,1
57600,144.84,-37.70,1
25200,144.84,-37.69,1
28800,144.84,-37.69,1
32400,144.84,-37.69,6
36000,144.84,-37.69,1
43200,144.84,-37.69,1
46800,144.84,-37.69,3
64800,144.84,-37.69,1
68400,144.84,-37.69,1
36000,144.84,-37.68,1
64800,144.84,-37.68,1
14400,144.84,-37.67,1
21600,144.84,-37.67,1
25200,144.84,-37.67,3
28800,144.84,-37.67,1
43200,144.84,-37.67,1
46800,144.84,-37.67,3
50400,144.84,-37.67,3
54000,144.84,-37.67,1
61200,144.84,-37.67,1
64800,144.84,-37.67,1
68400,144.84,-37.67,1
72000,144.84,-37.67,2
75600,144.84,-37.67,1
79200,144.84,-37.67,1
82800,144.84,-37.67,1
43200,144.84,-37.66,1
18000,144.84,-37.65,1
21600,144.84,-37.65,1
25200,144.84,-37.65,2
32400,144.84,-37.65,2
43200,144.84,-37.65,1
57600,144.84,-37.65,2
61200,144.84,-37.65,1
64800,144.84,-37.65,2
79200,144.84,-37.65,1
36000,144.84,-37.64,2
54000,144.84,-37.64,1
61200,144.84,-37.64,2
79200,144.84,-37.64,1
68400,144.84,-37.63,1
54000,144.84,-37.60,1
25200,144.84,-37.59,2
28800,144.84,-37.59,2
36000,144.84,-37.59,1
46800,144.84,-37.59,2
50400,144.84,-37.59,2
57600,144.84,-37.59,1
61200,144.84,-37.59,1
64800,144.84,-37.59,3
79200,144.84,-37.59,1
36000,144.84,-37.58,2
50400,144.84,-37.58,1
64800,144.84,-37.58,1
72000,144.84,-37.58,1
25200,144.84,-37.57,1
28800,144.84,-37.57,1
64800,144.84,-37.57,1
68400,144.84,-37.57,2
25200,144.84,-37.56,1
28800,144.84,-37.56,1
46800,144.84,-37.55,1
61200,144.84,-37.43,1
46800,144.85,-38.43,1
50400,144.85,-38.43,1
57600,144.85,-38.43,1
61200,144.85,-38.43,1
50400,144.85,-38.42,1
39600,144.85,-38.41,3
43200,144.85,-38.41,1
50400,144.85,-38.41,1
54000,144.85,-38.41,1
21600,144.85,-38.40,1
25200,144.85,-38.40,1
28800,144.85,-38.40,1
32400,144.85,-38.40,2
36000,144.85,-38.40,1
39600,144.85,-38.40,1
43200,144.85,-38.40,2
46800,144.85,-38.40,1
50400,144.85,-38.40,1
54000,144.85,-38.40,2
57600,144.85,-38.40,1
64800,144.85,-38.40,1
25200,144.85,-38.39,2
32400,144.85,-38.39,1
36000,144.85,-38.39,4
39600,144.85,-38.39,4
43200,144.85,-38.39,1
46800,144.85,-38.39,2
50400,144.85,-38.39,2
54000,144.85,-38.39,1
57600,144.85,-38.39,2
61200,144.85,-38.39,1
64800,144.85,-38.39,1
72000,144.85,-38.39,1
28800,144.85,-38.38,1
32400,144.85,-38.38,1
39600,144.85,-38.38,1
46800,144.85,-38.38,1
61200,144.85,-38.38,1
75600,144.85,-38.38,1
32400,144.85,-38.37,1
39600,144.85,-38.37,1
43200,144.85,-38.37,1
61200,144.85,-38.37,1
21600,144.85,-38.36,1
25200,144.85,-38.36,2
28800,144.85,-38.36,1
32400,144.85,-38.36,2
36000,144.85,-38.36,3
39600,144.85,-38.36,2
43200,144.85,-38.36,4
46800,144.85,-38.36,5
50400,144.85,-38.36,3
54000,144.85,-38.36,2
57600,144.85,-38.36,1
68400,144.85,-38.36,4
72000,144.85,-38.36,1
14400,144.85,-37.85,1
21600,144.85,-37.85,1
25200,144.85,-37.85,2
28800,144.85,-37.85,2
32400,144.85,-37.85,3
36000,144.85,-37.85,3
39600,144.85,-37.85,2
43200,144.85,-37.85,3
46800,144.85,-37.85,2
50400,144.85,-37.85,5
54000,144.85,-37.85,3
57600,144.85,-37.85,2
61200,144.85,-37.85,6
64800,144.85,-37.85,3
68400,144.85,-37.85,2
72000,144.85,-37.85,1
75600,144.85,-37.85,1
39600,144.85,-37.84,1
43200,144.85,-37.84,3
46800,144.85,-37.84,1
54000,144.85,-37.84,1
64800,144.85,-37.84,1
68400,144.85,-37.84,1
75600,144.85,-37.84,1
3600,144.85,-37.83,1
25200,144.85,-37.83,2
28800,144.85,-37.83,3
32400,144.85,-37.83,2
36000,144.85,-37.83,5
39600,144.85,-37.83,4
43200,144.85,-37.83,5
46800,144.85,-37.83,5
50400,144.85,-37.83,4
54000,144.85,-37.83,2
57600,144.85,-37.83,7
61200,144.85,-37.83,4
64800,144.85,-37.83,2
68400,144.85,-37.83,4
72000,144.85,-37.83,2
79200,144.85,-37.83,2
14400,144.85,-37.82,1
18000,144.85,-37.82,1
21600,144.85,-37.82,2
25200,144.85,-37.82,5
28800,144.85,-37.82,9
32400,144.85,-37.82,8
36000,144.85,-37.82,7
39600,144.85,-37.82,12
43200,144.85,-37.82,7
46800,144.85,-37.82,6
50400,144.85,-37.82,11
54000,144.85,-37.82,9
57600,144.85,-37.82,7
61200,144.85,-37.82,6
64800,144.85,-37.82,9
68400,144.85,-37.82,2
72000,144.85,-37.82,2
75600,144.85,-37.82,1
79200,144.85,-37.82,4
82800,144.85,-37.82,1
10800,144.85,-37.81,1
18000,144.85,-37.81,10
21600,144.85,-37.81,4
25200,144.85,-37.81,5
28800,144.85,-37.81,6
32400,144.85,-37.81,11
36000,144.85,-37.81,5
39600,144.85,-37.81,13
43200,144.85,-37.81,4
46800,144.85,-37.81,5
50400,144.85,-37.81,9
54000,144.85,-37.81,7
57600,144.85,-37.81,5
61200,144.85,-37.81,4
64800,144.85,-37.81,1
68400,144.85,-37.81,3
72000,144.85,-37.81,2
75600,144.85,-37.81,2
79200,144.85,-37.81,2
14400,144.85,-37.80,1
18000,144.85,-37.80,2
21600,144.85,-37.80,1
25200,144.85,-37.80,1
28800,144.85,-37.80,1
32400,144.85,-37.80,4
36000,144.85,-37.80,4
39600,144.85,-37.80,3
43200,144.85,-37.80,3
46800,144.85,-37.80,2
50400,144.85,-37.80,1
54000,144.85,-37.80,2
64800,144.85,-37.80,2
68400,144.85,-37.80,2
21600,144.85,-37.79,7
28800,144.85,-37.79,3
39600,144.85,-37.79,3
43200,144.85,-37.79,1
46800,144.85,-37.79,1
50400,144.85,-37.79,1
54000,144.85,-37.79,3
57600,144.85,-37.79,1
61200,144.85,-37.79,2
64800,144.85,-37.79,4
68400,144.85,-37.79,3
75600,144.85,-37.79,2
21600,144.85,-37.78,3
28800,144.85,-37.78,4
32400,144.85,-37.78,2
36000,144.85,-37.78,1
39600,144.85,-37.78,3
43200,144.85,-37.78,4
46800,144.85,-37.78,3
50400,144.85,-37.78,1
54000,144.85,-37.78,2
57600,144.85,-37.78,1
61200,144.85,-37.78,2
64800,144.85,-37.78,2
72000,144.85,-37.78,1
75600,144.85,-37.78,1
82800,144.85,-37.78,1
21600,144.85,-37.77,1
28800,144.85,-37.77,3
32400,144.85,-37.77,1
43200,144.85,-37.77,6
46800,144.85,-37.77,2
50400,144.85,-37.77,4
54000,144.85,-37.77,3
57600,144.85,-37.77,2
61200,144.85,-37.77,2
64800,144.85,-37.77,4
68400,144.85,-37.77,1
79200,144.85,-37.77,1
32400,144.85,-37.76,1
39600,144.85,-37.76,1
46800,144.85,-37.76,1
57600,144.85,-37.76,1
61200,144.85,-37.76,1
75600,144.85,-37.76,1
25200,144.85,-37.75,1
28800,144.85,-37.75,1
32400,144.85,-37.75,2
36000,144.85,-37.75,2
39600,144.85,-37.75,1
50400,144.85,-37.75,1
54000,144.85,-37.75,6
57600,144.85,-37.75,2
64800,144.85,-37.75,2
72000,144.85,-37.75,2
82800,144.85,-37.75,1
21600,144.85,-37.74,2
28800,144.85,-37.74,2
32400,144.85,-37.74,1
36000,144.85,-37.74,1
39600,144.85,-37.74,1
43200,144.85,-37.74,1
46800,144.85,-37.74,2
50400,144.85,-37.74,4
54000,144.85,-37.74,4
61200,144.85,-37.74,3
64800,144.85,-37.74,6
68400,144.85,-37.74,1
72000,144.85,-37.74,1
75600,144.85,-37.74,1
82800,144.85,-37.74,2
14400,144.85,-37.73,2
21600,144.85,-37.73,7
25200,144.85,-37.73,7
28800,144.85,-37.73,9
32400,144.85,-37.73,9
36000,144.85,-37.73,13
39600,144.85,-37.73,8
43200,144.85,-37.73,12
46800,144.85,-37.73,8
50400,144.85,-37.73,5
54000,144.85,-37.73,8
57600,144.85,-37.73,8
61200,144.85,-37.73,3
64800,144.85,-37.73,9
68400,144.85,-37.73,1
